,intern_role,company_name,hiring_type,location,job_offer(LPA),duration(months),posted_time,early_applicant,apply_links,stipend_min,stipend_max
5203,Graphic Design,Enshrine Global Systems,1.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-graphic-design-internship-at-enshrine-global-systems1748865650,5000.0,10000
5204,Auditing & Accounting,Arth Venture Partners,0.0,Nagpur,3.0,6.0,21,No,https://internshala.com/internship/detail/auditing-accounting-internship-in-nagpur-at-arth-venture-partners1748865536,5000.0,10000
5205,Digital Marketing,Klippik,0.0,Raipur,0.0,2.0,21,No,https://internshala.com/internship/detail/digital-marketing-internship-in-raipur-at-klippik1748865503,10000.0,12000
5206,E-Commerce Operations,Sica Jewellery,0.0,Mumbai,0.0,3.0,21,yes,https://internshala.com/internship/detail/part-time-e-commerce-operations-internship-in-mumbai-at-sica-jewellery1748865366,5000.0,10000
5207,Human Resources (HR),Propel Pioneer,1.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-part-time-human-resources-hr-internship-at-propel-pioneer1748865250,3000.0,3500
5208,Mobile App Development,Whatbytes,1.0,Workfromhome,0.0,6.0,21,No,https://internshala.com/internship/detail/work-from-home-mobile-app-development-internship-at-whatbytes1748865146,10000.0,20000
5209,Relationship Manager,RevenUmf,1.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-relationship-manager-internship-at-revenumf1748864992,8000.0,9000
5210,Human Resources (HR),Kyoren Labs Private Limited,1.0,"Thane,NaviMumbai",5.0,6.0,21,No,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-kyoren-labs-private-limited1748864852,15000.0,20000
5211,Telecalling,Convergedesk,0.0,Gurgaon,0.0,3.0,21,yes,https://internshala.com/internship/detail/telecalling-internship-in-gurgaon-at-ajay-kumar1748864548,7000.0,10000
5212,Backend Development,Whatbytes,1.0,Workfromhome,0.0,6.0,21,No,https://internshala.com/internship/detail/work-from-home-backend-development-internship-at-whatbytes1748864538,10000.0,20000
5213,Inside Sales,Dextra Square Private Limited,0.0,Bangalore,0.0,6.0,21,yes,https://internshala.com/internship/detail/part-time-inside-sales-internship-in-bangalore-at-dextra-square-private-limited1748864482,7500.0,12000
5214,Photography,Tanked India,0.0,Ghaziabad,0.0,3.0,21,No,https://internshala.com/internship/detail/photography-internship-in-ghaziabad-at-mahak-chauhan1748864255,2000.0,3000
5215,Pre Sales Intern,Meragi,0.0,Bangalore,0.0,3.0,21,yes,https://internshala.com/internship/detail/pre-sales-intern-internship-in-bangalore-at-meragi1748857005,15000.0,18000
5216,Digital Marketing,CorpVenue Hospitality Solution LLP,0.0,Mumbai,0.0,3.0,21,yes,https://internshala.com/internship/detail/digital-marketing-internship-in-mumbai-at-corpvenue-hospitality-solution-llp1748864127,5000.0,10000
5217,Search Engine Optimization (SEO),Webmartindia,0.0,Delhi,0.0,6.0,21,No,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-delhi-at-webmartindia1748863999,4000.0,5000
5218,Mobile App Development,Whatbytes,1.0,Workfromhome,0.0,6.0,21,No,https://internshala.com/internship/detail/work-from-home-mobile-app-development-internship-at-whatbytes1748863998,10000.0,20000
5219,Field Sales,Psych Studios,0.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-part-time-field-sales-internship-at-psych-studios1748863945,10000.0,15000
5220,Social Media Marketing,Sequoia  Business Consulting And Services,0.0,Bangalore,0.0,6.0,21,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-bangalore-at-sequoia-business-consulting-and-services1748863877,5000.0,10000
5221,Digital Marketing,Nukkad Shops Technologies (India) Private Limited,0.0,Hyderabad,5.0,3.0,21,No,https://internshala.com/internship/detail/digital-marketing-internship-in-hyderabad-at-nukkad-shops-technologies-india-private-limited1748863674,5000.0,15000
5222,Social Media Marketing,Zyora,0.0,Mumbai,0.0,2.0,21,yes,https://internshala.com/internship/detail/part-time-social-media-marketing-internship-in-mumbai-at-zyora1748863601,5000.0,10000
5223,Marketing,SuperTails,1.0,Bangalore,0.0,3.0,21,No,https://internshala.com/internship/detail/marketing-internship-in-bangalore-at-supertails1748863264,5000.0,10000
5224,Product Marketing Management,Ownverse,1.0,Workfromhome,0.0,2.0,21,No,https://internshala.com/internship/detail/work-from-home-product-marketing-management-internship-at-ownverse1748863121,5000.0,1000
5225,Content Writing,InternGrad SkillUp Solutions Pvt Ltd,0.0,"Pune,Wakad",0.0,6.0,21,No,https://internshala.com/internship/detail/content-writing-internship-in-multiple-locations-at-interngrad-skillup-solutions-pvt-ltd1748862903,5000.0,10000
5226,Pre-Sales (ROW),BrightCHAMPS,1.0,Bangalore,0.0,6.0,21,No,https://internshala.com/internship/detail/pre-sales-row-internship-in-bangalore-at-brightchamps1748862685,20000.0,23000
5227,Online Western Vocals Tutoring,Narigiri's Connect To Universe Private Limited,1.0,Workfromhome,0.0,6.0,21,No,https://internshala.com/internship/detail/work-from-home-part-time-online-western-vocals-tutoring-internship-at-narigiris-connect-to-universe-private-limited1748862631,1000.0,8000
5228,Law/Legal,Anil Saxena,0.0,Delhi,0.0,3.0,21,No,https://internshala.com/internship/detail/law-legal-internship-in-delhi-at-anil-saxena1748862526,5000.0,10000
5229,Business Development (Sales),Cheerio Digital Solutions Private Limited,0.0,Workfromhome,4.0,6.0,21,No,https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-cheerio-digital-solutions-private-limited1748855245,10000.0,15000
5230,Digital Marketing,Touchstone Infotech,0.0,Delhi,3.0,6.0,21,No,https://internshala.com/internship/detail/digital-marketing-internship-in-delhi-at-touchstone-infotech1748861606,5000.0,10000
5231,Accounting & Taxation,Urja Smart Automation Private Limited,0.0,Zirakpur,0.0,6.0,21,No,https://internshala.com/internship/detail/accounting-taxation-internship-in-zirakpur-at-urja-smart-automation-private-limited1748861569,9000.0,13000
5232,E-Mail Social Media Marketing And Telesales,Colorsmart Enterprises,0.0,Workfromhome,0.0,6.0,21,No,https://internshala.com/internship/detail/work-from-home-part-time-e-mail-social-media-marketing-and-telesales-internship-at-colorsmart-enterprises1748861529,1100.0,11000
5233,Video Editing/Making,Netperks,0.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-video-editing-making-internship-at-netperks1748854263,5000.0,10000
5234,Operations,Ideamagix,0.0,"Thane,NaviMumbai,Dombivli,Kalyan,Mumbai,Badlapur,Ambarnath",3.0,6.0,21,No,https://internshala.com/internship/detail/operations-internship-in-multiple-locations-at-ideamagix1748861394,8000.0,10000
5235,Influencer Marketing,Jump Now,1.0,Workfromhome,0.0,6.0,21,No,https://internshala.com/internship/detail/work-from-home-influencer-marketing-internship-at-jump-now1748861397,9500.0,20000
5236,Data Analytics,GrowthGear,1.0,Gurgaon,0.0,3.0,21,No,https://internshala.com/internship/detail/data-analytics-internship-in-gurgaon-at-growthgear1748861360,8000.0,10000
5237,2D Animation,WishGranters (subsidiary Of Zerzura Studios),0.0,Workfromhome,0.0,3.0,21,yes,https://internshala.com/internship/detail/work-from-home-2d-animation-internship-at-wishgranters-subsidiary-of-zerzura-studios1748861126,7499.0,7500
5238,Business Development (Sales),DBG TECH SOLUTIONS,1.0,Mumbai,0.0,4.0,21,No,https://internshala.com/internship/detail/business-development-sales-internship-in-mumbai-at-dbg-tech-solutions1748853814,10000.0,15000
5239,Field Survey/Support Staff,SJTech Solutions,0.0,"Ghaziabad,Meerut,Saharanpur",0.0,3.0,21,No,https://internshala.com/internship/detail/field-survey-support-staff-internship-in-multiple-locations-at-sjtech-solutions1748860975,7000.0,12000
5240,Video Creative,Values N Worth Marketing LLP,0.0,Gandhinagar,0.0,6.0,21,yes,https://internshala.com/internship/detail/video-creative-internship-in-gandhinagar-at-values-n-worth-marketing-llp1748860912,5000.0,10000
5241,Video Editing/Making,Pixcelx,0.0,Lucknow,3.0,3.0,21,No,https://internshala.com/internship/detail/video-editing-making-internship-in-lucknow-at-pixcelx1748860821,7000.0,12000
5242,Business Development (Sales),Musak Digital,0.0,"Hooghly,Howrah",0.0,2.0,21,yes,https://internshala.com/internship/detail/business-development-sales-internship-in-multiple-locations-at-musak-digital1748860692,5000.0,6500
5243,Video Editing/Making,Creage,0.0,Indore,0.0,6.0,21,yes,https://internshala.com/internship/detail/video-editing-making-internship-in-indore-at-creage1748853371,5000.0,10000
5244,Business Development,Futurex Management Solutions Private Limited,0.0,Noida,0.0,6.0,21,No,https://internshala.com/internship/detail/business-development-internship-in-noida-at-futurex-management-solutions-private-limited1748860417,10000.0,15000
5245,Site Engineering (Civil),B N M Constructions,0.0,Mysuru,0.0,6.0,21,No,https://internshala.com/internship/detail/site-engineering-civil-internship-in-mysuru-at-kiran-manjunatha1748860431,15000.0,25000
5246,Marketing Intern,INSIGHTCO BRANDING AGENCY,0.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-marketing-intern-internship-at-insightco-branding-agency1748859931,3000.0,5000
5247,Social Media Marketing,TAFS Show,0.0,Delhi,0.0,2.0,21,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-delhi-at-tafs-show1748859649,2000.0,5000
5248,Marketing,Trijotech Software Consulting Private Limited,1.0,Noida,0.0,6.0,21,No,https://internshala.com/internship/detail/marketing-internship-in-noida-at-trijotech-software-consulting-private-limited1748859582,5000.0,8000
5249,Field Sales,Vypzee,0.0,"Delhi,Ghaziabad,Gurgaon,Noida",3.5,6.0,21,yes,https://internshala.com/internship/detail/field-sales-internship-in-multiple-locations-at-vypzee1748859223,12000.0,20000
5255,Backend Development,GrowthGear,1.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-backend-development-internship-at-growthgear1748859180,10000.0,12000
5256,Volunteering,Little Hand Foundation,0.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-part-time-volunteering-internship-at-little-hand-foundation1748851869,5000.0,10000
5257,Fundraising,Little Hand Foundation,0.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-part-time-fundraising-internship-at-little-hand-foundation1748851817,5000.0,10000
5258,Architecture,NMD Incorporation,0.0,Delhi,0.0,6.0,21,yes,https://internshala.com/internship/detail/architecture-internship-in-delhi-at-nmd-incorporation1748851761,12000.0,15000
5259,Digital Marketing Manager,Shilpa Ahuja Media,0.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-part-time-digital-marketing-manager-internship-at-shilpa-ahuja-media1748858891,4000.0,5000
5260,Graphic Design,Earthxway Foundation,0.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-graphic-design-internship-at-earthxway-foundation1748858717,5000.0,10000
5261,Search Engine Optimization (SEO),Webtech Evolution,0.0,Ahmedabad,0.0,3.0,21,No,https://internshala.com/internship/detail/search-engine-optimization-seo-internship-in-ahmedabad-at-webtech-evolution1748851442,5000.0,6000
5262,Logistics And Operations,Energie Health & Equipments Pvt Ltd.,0.0,Delhi,0.0,6.0,21,No,https://internshala.com/internship/detail/logistics-and-operations-internship-in-delhi-at-energie-health-equipments-pvt-ltd1748858631,5000.0,10000
5263,Telecalling,Miitaash International,0.0,Faridabad,0.0,6.0,21,yes,https://internshala.com/internship/detail/telecalling-internship-in-faridabad-at-miitaash-international1748851039,12000.0,17500
5264,Business Development (Sales),Bigline Consulting,0.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-bigline-consulting1748858089,1000.0,3000
5265,Social Media Marketing,Flymedia Technology,0.0,Ludhiana,3.0,6.0,21,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-ludhiana-at-flymedia-technology1748850819,5000.0,27000
5266,Sales,Shivani Innovation Private Limited,0.0,Workfromhome,3.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-sales-internship-at-shivani-innovation-private-limited1748858021,5000.0,10000
5267,Video Editing/Making Assistant,Woro Media LLP,0.0,Workfromhome,0.0,3.0,21,No,https://internshala.com/internship/detail/work-from-home-video-editing-making-assistant-internship-at-woro-media-llp1748857982,2000.0,5000
5268,Illustrator Designer/Graphic Designer,Ink And Print Studio,0.0,Hyderabad,0.0,3.0,21,No,https://internshala.com/internship/detail/illustrator-designer-graphic-designer-internship-in-hyderabad-at-ink-and-print-studio1748857951,10000.0,20000
5269,Graphic Design,Stareout Games,1.0,Workfromhome,5.0,2.0,21,No,https://internshala.com/internship/detail/work-from-home-graphic-design-internship-at-stareout-games1748857859,10000.0,15000
5270,Digital Visibility Enhancement,Pearl Water Technologies,0.0,Gurgaon,0.0,3.0,21,yes,https://internshala.com/internship/detail/digital-visibility-enhancement-internship-in-gurgaon-at-pearl-water-technologies1748857844,7000.0,8000
5271,Business Development (Sales),Revanta Interior,0.0,Gurgaon,1.0,6.0,21,No,https://internshala.com/internship/detail/business-development-sales-internship-in-gurgaon-at-revanta-interior1748857734,12000.0,16000
5272,Pharmaceutical,Subham Chemists,0.0,Visakhapatnam,0.0,3.0,21,No,https://internshala.com/internship/detail/part-time-pharmaceutical-internship-in-visakhapatnam-at-subham-chemists1748857662,4000.0,8000
5273,Graphic Design,Avian Grove,0.0,Noida,0.0,6.0,21,No,https://internshala.com/internship/detail/graphic-design-internship-in-noida-at-avian-grove1748857465,5000.0,6000
5274,Video Editing/Making and Photography,Tastevine Express Private Limited,0.0,Bangalore,0.0,3.0,21,No,https://internshala.com/internship/detail/part-time-video-editing-making-and-photography-internship-in-bangalore-at-tastevine-express-private-limited1748857440,6100.0,7500
5275,Teacher Champion,EdSpectrum Foundation,0.0,Faridabad,0.0,6.0,21,No,https://internshala.com/internship/detail/teacher-champion-internship-in-faridabad-at-edspectrum-foundation1748857365,11000.0,13000
5276,Social Media Marketing,Winning Ways Worrldwide LLP,0.0,Mumbai,0.0,6.0,21,yes,https://internshala.com/internship/detail/social-media-marketing-internship-in-mumbai-at-winning-ways-worrldwide-llp1748850073,8000.0,10000
5277,Inside Sales,Kreative Stroke,0.0,Pune,0.0,3.0,21,No,https://internshala.com/internship/detail/inside-sales-internship-in-pune-at-kreative-stroke1748857254,6500.0,9000
5278,Media & Public Relations (PR),Modern Plastics India,0.0,Mumbai,0.0,3.0,21,No,https://internshala.com/internship/detail/media-public-relations-pr-internship-in-mumbai-at-modern-plastics-india1748857232,8000.0,10000
5279,Content Writing,Meraaquii D&C Private Limited,0.0,Kolkata,0.0,6.0,21,No,https://internshala.com/internship/detail/content-writing-internship-in-kolkata-at-meraaquii-d-c-private-limited1748849712,5000.0,10000
5280,Social Media Marketing,Grahaam Studio,0.0,Mumbai,0.0,3.0,21,No,https://internshala.com/internship/detail/social-media-marketing-internship-in-mumbai-at-grahaam-studio1748856950,5000.0,10000
5281,Business Development (Sales),Visacrave Business,0.0,Workfromhome,0.0,6.0,21,No,https://internshala.com/internship/detail/work-from-home-business-development-sales-internship-at-visacrave-business1748849542,5000.0,10000
5282,Content Writing,Magnifyingindia,0.0,Mohali,0.0,3.0,21,No,https://internshala.com/internship/detail/content-writing-internship-in-mohali-at-magnifyingindia1748856729,5000.0,10000
5283,Sales,Visacrave,0.0,Workfromhome,0.0,6.0,21,No,https://internshala.com/internship/detail/work-from-home-sales-internship-at-visacrave1748849498,5000.0,10000
5284,Accounting & Inventory Management,Gloval International,1.0,Mumbai,0.0,3.0,21,No,https://internshala.com/internship/detail/accounting-inventory-management-internship-in-mumbai-at-gloval-international1748856680,7000.0,8000
5285,Business Strategy & Presentation Assistant,KAZrotech,0.0,Mumbai,0.0,3.0,21,No,https://internshala.com/internship/detail/business-strategy-presentation-assistant-internship-in-mumbai-at-kazrotech1748856654,4000.0,8000
